id,Season,Team,League,GP,GAA,SV%
27812,199798,Tampa Bay Lightning,NHL,13,4.16,.857
27812,199798,Adirondack Red Wings,AHL,12,3.87,.891
27812,199899,Tampa Bay Lightning,NHL,1,2.04,.905
27812,199899,Cleveland Lumberjacks,IHL,27,3.05,.914
27812,199900,Tampa Bay Lightning,NHL,12,3.66,.899
27812,199900,Detroit Vipers,IHL,15,3.26,.914
27812,200001,Minnesota Wild,NHL,1,6.00,.778
27812,200001,Cleveland Lumberjacks,IHL,49,2.89,.909
27812,200102,Augusta Lynx,ECHL,30,2.33,.925
27812,200102,Springfield Falcons,AHL,1,12.00,.778
27812,200203,Phoenix Coyotes,NHL,16,2.17,.932
27812,200203,Springfield Falcons,AHL,13,2.89,.915
27812,200304,Phoenix Coyotes,NHL,4,3.79,.889
27812,200304,Springfield Falcons,AHL,2,3.38,.903
13532,199293,Spokane Chiefs,WHL,16,4.96,.854
13532,199293,Penticton Panthers,BCJHL,15,4.35,.854
13532,199394,Spokane Chiefs,WHL,6,4.92,.849
13532,199495,Spokane Chiefs,WHL,16,3.23,.919
13532,199596,Spokane Chiefs,WHL,62,2.89,.897
13532,199697,Port Huron Border Cats,CoHL,3,3.94,.903
13532,199697,Carolina Monarchs,AHL,33,3.91,.875
13532,199798,Tallahassee Tiger Sharks,ECHL,25,5.37,.848
13532,199798,Beast of New Haven,AHL,16,3.34,.889
13532,199899,Austin Ice Bats,WPHL,47,4.05,.893
13532,200405,Memphis RiverKings,CHL,39,2.90,.918
13532,200506,Laredo Bucks,CHL,28,2.11,.928
13532,200506,Elmira Jackals,UHL,36,3.48,.898
13532,200708,Rio Grande Valley Killer Bees,CHL,36,4.12,.902
78249,,Royal City Outlaws,BCJHL,37,4.09,.898
78249,199697,Colorado College,NCAA,15,2.88,.883
78249,199798,Colorado College,NCAA,22,3.16,.895
78249,200102,Idaho Steelheads,WCHL,26,2.47,.912
78249,200203,Idaho Steelheads,WCHL,45,2.64,.896
78249,200304,Texas Wildcatters,ECHL,17,4.38,.893
78249,200304,Cardiff Devils,EIHL,22,2.53,.909
78249,200405,Cardiff Devils,EIHL,49,2.22,.922
87126,199394,Oshawa Generals,OHL,8,4.98,.847
87126,199596,Oshawa Generals,OHL,10,4.61,.870
87126,199596,London Knights,OHL,18,7.63,.828
87126,199697,Columbus Cottonmouths,CHL,3,4.50,.889
87126,199899,Wilfrid Laurier Univ.,CIAU,16,2.71,.923
74671,199596,Ottawa 67's,OHL,44,2.88,.892
74671,199697,Ottawa 67's,OHL,36,2.66,.905
74671,199798,Ottawa 67's,OHL,46,2.50,.913
74671,199798,Syracuse Crunch,AHL,36,3.94,.871
74671,199900,Wilkes-Barre/Scranton Penguins,AHL,11,4.15,.870
74671,199900,Johnstown Chiefs,ECHL,5,4.24,.876
74671,199900,Charlotte Checkers,ECHL,3,4.95,.828
74671,199900,Toledo Storm,ECHL,9,6.56,.836
74671,200001,Wheeling Nailers,ECHL,19,4.19,.863
74671,200304,Columbus Stars,UHL,9,2.76,.893
74671,200304,Corpus Christi Rayz,CHL,13,3.79,.901
9046,199596,Victoriaville Tigres,QMJHL,51,4.17,.875
9046,199697,Victoriaville Tigres,QMJHL,53,2.93,.902
9046,199798,Victoriaville Tigres,QMJHL,47,2.68,.909
9046,199899,Fredericton Canadiens,AHL,40,3.08,.904
9046,199900,Québec Citadelles,AHL,53,3.10,.898
9046,200001,Montréal Canadiens,NHL,11,2.44,.897
9046,200001,Québec Citadelles,AHL,31,2.92,.920
9046,200102,Montréal Canadiens,NHL,5,4.37,.871
9046,200102,Québec Citadelles,AHL,50,2.73,.918
9046,200203,Montréal Canadiens,NHL,8,1.99,.940
9046,200203,Hamilton Bulldogs,AHL,20,1.77,.937
9046,200304,Montréal Canadiens,NHL,19,2.27,.921
9046,200405,Manchester Monarchs,AHL,52,2.12,.927
9046,200506,Los Angeles Kings,NHL,63,3.22,.894
9046,200607,Los Angeles Kings,NHL,32,2.66,.907
9046,200708,Edmonton Oilers,NHL,47,2.66,.913
9046,200809,Edmonton Oilers,NHL,15,3.17,.895
9046,200809,Pittsburgh Penguins,NHL,4,2.91,.894
9046,200910,Columbus Blue Jackets,NHL,35,2.81,.903
9046,201011,Columbus Blue Jackets,NHL,36,2.72,.901
9046,201112,Tampa Bay Lightning,NHL,48,2.85,.901
9046,201213,Tampa Bay Lightning,NHL,18,2.90,.897
9046,201314,Avangard Omsk,KHL,18,2.35,.900
42811,199293,Lac St-Louis Lions,QMAAA,25,3.94,.890
42811,199394,Val-d'Or Foreurs,QMJHL,36,5.64,.838
42811,199495,Val-d'Or Foreurs,QMJHL,37,4.38,.873
42811,199596,Val-d'Or Foreurs,QMJHL,22,4.12,.864
42811,199596,Laval Titan Collège Français,QMJHL,39,5.25,.861
42811,199697,Laval Titan Collège Français,QMJHL,21,4.43,.879
42811,199697,Granby Prédateurs,QMJHL,3,3.11,.900
42811,199697,St. John's Maple Leafs,AHL,4,2.21,.918
42811,199798,St. John's Maple Leafs,AHL,30,3.25,.895
42811,199798,St. John's Maple Leafs,AHL,17,4.16,.874
42811,199798,Chicago Wolves,IHL,1,5.00,.844
42811,199798,Huntington Blizzard,ECHL,16,2.74,.915
42811,199900,Greensboro Generals,ECHL,31,4.72,.867
42811,200001,New Orleans Brass,ECHL,4,6.30,.827
42811,200102,Did not play,,,,
42811,200203,Did not play,,,,
86527,199596,Spokane Chiefs,WHL,23,3.11,.892
86527,199697,Spokane Chiefs,WHL,52,3.20,.891
86527,199798,Spokane Chiefs,WHL,64,3.23,.883
86527,199899,Adirondack Red Wings,AHL,25,3.53,.883
86527,199899,Toledo Storm,ECHL,7,5.30,.862
86527,199899,Cincinnati Mighty Ducks,AHL,18,3.33,.897
86527,199899,Cincinnati Mighty Ducks,AHL,2,4.92,.845
86527,199899,Manitoba Moose,IHL,1,1.00,.972
86527,199899,Toledo Storm,ECHL,10,4.16,.873
86527,199899,Tallahassee Tiger Sharks,ECHL,2,4.86,.843
86527,200102,Oklahoma City Blazers,CHL,36,2.95,.908
86527,200203,Oklahoma City Blazers,CHL,12,4.09,.865
86527,200203,Corpus Christi IceRays,CHL,2,5.90,.839
86832,199394,Saskatoon Blades,WHL,1,6.32,.500
86832,199596,Swift Current Broncos,WHL,42,3.71,.888
86832,199697,Swift Current Broncos,WHL,53,3.30,.884
86832,199798,Swift Current Broncos,WHL,44,2.82,.907
86832,199899,Kentucky Thoroughblades,AHL,1,4.66,.714
86832,199899,Richmond Renegades,ECHL,24,3.57,.892
86832,199900,New Orleans Brass,ECHL,26,3.36,.898
86832,200001,Fresno Falcons,WCHL,23,2.92,.906
86832,200001,Kentucky Thoroughblades,AHL,7,2.87,.909
86832,200102,Fresno Falcons,WCHL,33,3.34,.879
86832,200203,Fresno Falcons,WCHL,45,3.07,.897
86832,200304,Fresno Falcons,ECHL,32,4.54,.871
86832,200405,Columbus Cottonmouths,SPHL,23,3.50,.900
86832,200506,Quad City Mallards,UHL,18,3.15,.915
86837,199596,Michigan Tech,NCAA,25,3.23,.885
86837,199697,Michigan Tech,NCAA,18,4.14,.881
86837,199798,Michigan Tech,NCAA,34,3.74,.878
86837,199899,Michigan Tech,NCAA,32,3.33,.897
86837,199900,Wilkes-Barre/Scranton Penguins,AHL,25,3.57,.879
86837,199900,Wheeling Nailers,ECHL,1,4.00,.902
86837,199900,Dayton Bombers,ECHL,5,4.62,.880
60111,199596,Oshawa Generals,OHL,32,3.96,.882
60111,199697,Oshawa Generals,OHL,9,2.76,.909
60111,199798,Oshawa Generals,OHL,54,3.30,.908
60111,199899,Oshawa Generals,OHL,44,2.98,.915
60111,199899,Calgary Flames,NHL,3,5.18,.838
60111,199900,Saint John Flames,AHL,19,4.47,.874
60111,199900,Dayton Bombers,ECHL,3,5.86,.771
60111,199900,Johnstown Chiefs,ECHL,17,2.97,.898
60111,200001,Johnstown Chiefs,ECHL,5,2.94,.913
60111,200001,Greenville Grrrowl,ECHL,35,2.81,.917
60111,200102,Greenville Grrrowl,ECHL,29,2.52,.925
60111,200203,Jackson Bandits,ECHL,39,2.71,.914
60111,200203,San Antonio Rampage,AHL,1,5.00,.861
60111,200506,Vålerenga,Norway,27,2.60,.914
60111,200607,Brisbane Blue Tongues,AIHL,17,3.31,.877
86843,199495,Kamloops Blazers,WHL,27,2.91,.893
86843,199596,Kamloops Blazers,WHL,52,3.54,.880
86843,199697,Kamloops Blazers,WHL,60,3.63,.899
86843,199798,Kamloops Blazers,WHL,57,3.04,.905
86843,199899,Beast of New Haven,AHL,1,2.77,.912
86843,199899,Florida Everblades,ECHL,25,2.75,.896
86843,199900,Cincinnati Cyclones,IHL,26,3.51,.897
86843,199900,Florida Everblades,ECHL,6,3.36,.890
86843,200001,Florida Everblades,ECHL,13,3.31,.898
86843,200001,Cincinnati Cyclones,ECHL,8,3.39,.910
86843,200001,Florida Everblades,ECHL,51,2.72,.912
86843,200203,Lowell Lock Monsters,AHL,30,3.07,.917
86843,200203,Florida Everblades,ECHL,6,3.78,.879
86843,200304,Cincinnati Cyclones,ECHL,50,2.85,.909
86843,200405,Bakersfield Condors,ECHL,23,2.94,.891
86843,200405,Mississippi Sea Wolves,ECHL,10,2.76,.918
1276,199596,Leksands IF,SHL,7,3.03,.886
1276,199697,Leksands IF,SHL,11,3.10,.832
1276,199798,Leksands IF,SHL,16,3.50,.865
1276,199899,Vålerenga,Norway,29,1.97,.899
1276,199900,Färjestad BK,SHL,7,3.48,.859
1276,200001,Did not play,,,,
1276,200203,Did not play,,,,
1276,200304,Did not play,,,,
1276,200809,Björbo IF,Division 2,1,7.00,.841
1276,201516,Häradsbygdens SS,Division 3,1,7.00,.794
12000,199596,Sault Ste. Marie Greyhounds,OHL,44,3.74,.898
12000,199697,Sault Ste. Marie Greyhounds,OHL,47,3.06,.912
12000,199798,Windsor Spitfires,OHL,23,4.99,.882
12000,199798,Muskegon Fury,UHL,8,4.69,.854
12000,199899,Topeka Scarecrows,CHL,22,3.85,.883
12000,199900,Topeka Scarecrows,CHL,17,4.02,.891
12000,200001,HC Chemopetrol Litvínov,Czech,13,3.17,.901
12000,200001,SK Kadan,Czech2,2,4.00,.857
12000,200102,HC Chemopetrol Litvínov,Czech,5,4.33,.880
12000,200203,HC Chemopetrol Litvínov,Czech,15,2.56,.924
12000,200203,HC Klasterec nad Ohri,Czech3,1,0.00,1.000
12000,200304,HC Ocelari Trinec,Czech,4,3.82,.883
12000,200304,KLH Chomutov,Czech2,7,2.86,.905
12000,200405,KLH Chomutov,Czech2,15,3.17,.895
12000,200506,KLH Chomutov,Czech2,17,2.70,.915
12000,200607,KLH Chomutov,Czech2,7,3.18,.905
12000,200708,KLH Chomutov,Czech2,10,2.98,.901
39281,199596,Boston Univ.,NCAA,14,3.43,.884
39281,199697,Boston Univ.,NCAA,24,2.37,.911
39281,199798,Boston Univ.,NCAA,24,2.19,.912
39281,199899,Boston Univ.,NCAA,35,3.39,.894
39281,199900,Greensboro Generals,ECHL,4,5.24,.852
39281,199900,Cleveland Lumberjacks,IHL,1,2.00,.950
39281,199900,Saint John Flames,AHL,4,1.98,.921
39281,199900,Wilkes-Barre/Scranton Penguins,AHL,13,2.81,.911
39281,200001,Norfolk Admirals,AHL,35,2.76,.898
39281,200001,Chicago Blackhawks,NHL,3,3.55,.847
8854,199596,Detroit Jr. Whalers,OHL,23,3.74,.876
8854,199697,Detroit Jr. Whalers,OHL,58,3.81,.878
8854,199798,Plymouth Whalers,OHL,48,2.88,.906
8854,199798,USA U20,WJC-20,4,3.28,.922
8854,199899,Springfield Falcons,AHL,55,2.80,.905
8854,199899,Phoenix Coyotes,NHL,3,3.24,.860
8854,199900,Springfield Falcons,AHL,21,3.03,.912
8854,199900,Houston Aeros,IHL,7,2.29,.922
8854,199900,Phoenix Coyotes,NHL,8,3.38,.893
8854,199900,USA,WC,2,0.50,.984
8854,200001,Phoenix Coyotes,NHL,25,3.02,.896
8854,200001,USA,WC,6,2.17,.931
8854,200102,Springfield Falcons,AHL,1,0.00,1.000
8854,200102,Phoenix Coyotes,NHL,22,2.73,.902
8854,200203,Philadelphia Flyers,NHL,30,2.20,.907
8854,200304,Philadelphia Flyers,NHL,40,2.04,.915
8854,200304,USA,WCup,4,2.53,.909
8854,200405,Did not play,,,,
8854,200506,Philadelphia Flyers,NHL,40,2.97,.897
8854,200506,USA,OG,1,5.00,.762
8854,200607,Philadelphia Flyers,NHL,18,4.32,.872
8854,200708,Ak Bars Kazan,Russia,18,1.86,.926
8854,200708,USA,WC,4,2.12,.931
8854,200809,SKA St. Petersburg,KHL,38,1.87,.912
8854,200809,USA,WC,8,3.12,.891
8854,200910,SKA St. Petersburg,KHL,42,2.07,.917
8854,201011,Dynamo Minsk,KHL,24,3.30,.897
8854,201112,SCL Tigers,NLA,40,3.07,.898
86855,199293,Red Deer Chiefs Bantam AAA,AMBHL,9,2.83,.856
86855,199394,Red Deer Rebels Bantam AAA,AMBHL,16,3.93,.889
86855,199596,Tri-City Americans,WHL,20,3.38,.889
86855,199697,Tri-City Americans,WHL,34,4.14,.882
86855,199798,Tri-City Americans,WHL,65,4.81,.869
86855,199899,Saskatoon Blades,WHL,15,4.82,.875
86855,199899,Tri-City Americans,WHL,31,3.20,.879
86855,200102,Univ. of Calgary,USports,7,3.05,.903
11999,199596,Univ. of Vermont,NCAA,3,1.46,.933
11999,199697,Hull Olympiques,QMJHL,9,3.55,.869
11999,199697,Spokane Chiefs,WHL,2,2.80,.912
11999,199798,Fort Worth Brahmas,WPHL,17,2.58,.911
11999,199798,Raleigh IceCaps,ECHL,1,5.07,.865
11999,199899,Grefrather EV,Germany2,26,4.13,.897
11999,199900,Lake Charles Ice Pirates,WPHL,8,2.70,.919
11999,199900,South Carolina Stingrays,ECHL,2,6.72,.818
11999,200001,Lake Charles Ice Pirates,WPHL,9,4.00,.891
11999,200001,Växjö Lakers HC,Division 2,15,2.13,.931
11999,200102,Kalamazoo Wings,UHL,17,3.82,.890
11999,200102,Pee Dee Pride,ECHL,2,3.36,.872
11999,200102,Columbus Cottonmouths,ECHL,6,3.28,.900
11999,200809,Kassel Huskies,DEL,3,3.80,.882
86857,199596,Spokane Chiefs,WHL,1,8.11,.792
86857,199596,Prince Albert Raiders,WHL,34,3.06,.893
86857,199697,Prince Albert Raiders,WHL,29,3.51,.889
86857,199697,Lethbridge Hurricanes,WHL,6,2.76,.893
86857,199798,Columbus Chill,ECHL,4,5.57,.881
86857,199798,Huntington Blizzard,ECHL,1,6.00,.833
86857,199798,New Orleans Brass,ECHL,4,3.59,.879
86857,199798,Cincinnati Mighty Ducks,AHL,20,4.65,.874
86857,199899,Huntington Blizzard,ECHL,12,2.90,.924
86857,199900,Huntington Blizzard,ECHL,41,3.24,.893
86857,199900,Cincinnati Mighty Ducks,AHL,2,3.40,.897
86857,200001,Columbus Cottonmouths,CHL,34,2.58,.907
86857,200102,Asheville Smoke,UHL,49,3.45,.893
86857,200203,El Paso Buzzards,CHL,27,4.31,.875
86857,200304,Knoxville Ice Bears,SEHL,36,3.25,.911
86862,199697,Univ. of Denver,NCAA,22,2.85,.904
86862,199798,Univ. of Denver,NCAA,29,4.20,.869
86862,199899,Univ. of Denver,NCAA,40,2.95,.891
86862,199900,Univ. of Denver,NCAA,33,3.27,.878
86862,200001,Wichita Thunder,CHL,23,3.84,.883
86862,200001,Fort Wayne Komets,UHL,8,3.45,.887
86862,200102,Wichita Thunder,CHL,22,3.95,.881
86862,200203,Wichita Thunder,CHL,8,4.62,.860
86862,201011,Sylvan Lake Admirals,Chinook HL,4,3.75,.887
72811,,Germany U18,EJC-18,5,3.00,.905
72811,,Germany U20,WJC-20,1,16.12,.714
72811,199596,Germany U20,WJC-20,6,4.50,.887
72811,199697,Düsseldorfer EG,DEL,2,3.37,.848
72811,199697,Germany U20,WJC-20,3,7.76,.794
72811,199900,Revier Löwen Oberhausen,DEL,17,3.30,.895
72811,200203,Graz 99ers,Austria,6,5.16,.854
86866,199697,Harvard Univ.,NCAA,31,3.18,.895
86866,199798,Harvard Univ.,NCAA,23,3.44,.886
86866,199899,Harvard Univ.,NCAA,24,3.56,.882
86866,199900,Harvard Univ.,NCAA,25,2.90,.896
86866,200001,Augusta Lynx,ECHL,9,4.31,.868
86866,200001,Greensboro Generals,ECHL,9,4.77,.869
86866,200001,Pee Dee Pride,ECHL,11,2.69,.909
86866,200102,Pee Dee Pride,ECHL,33,3.13,.886
78771,199596,London Knights,OHL,50,5.78,.869
78771,199697,London Knights,OHL,11,4.80,.851
78771,199697,Sarnia Sting,OHL,23,3.95,.886
78771,199798,Owen Sound Platers,OHL,44,4.64,.893
78771,199899,Monroe Moccasins,WPHL,4,4.01,.884
78771,199899,Port Huron Border Cats,UHL,12,4.30,.861
78771,199899,Macon Whoopee,CHL,2,3.00,.908
78771,199900,Madison Kodiaks,UHL,35,3.60,.902
78771,200001,Nottingham Panthers,BISL,17,3.75,.893
78771,200102,Sheffield Steelers,BISL,24,2.71,.906
78771,200203,Hull Thunder,BNL,4,2.20,.922
78771,200203,Scottish Eagles,BISL,5,5.00,.852
78771,200203,Max Tigers Nijmegen,Netherlands,2,2.00,.949
78771,200304,Cardiff Devils,EIHL,30,2.90,.906
78771,200506,Tillsonburg Vipers,MLH,3,5.19,.864
11023,199596,Sudbury Wolves,OHL,39,3.89,.892
11023,199697,Sudbury Wolves,OHL,61,4.20,.899
11023,199697,Dayton Bombers,ECHL,3,4.03,.882
11023,199798,Sudbury Wolves,OHL,14,3.72,.912
11023,199798,Erie Otters,OHL,28,2.56,.923
11023,199899,Lowell Lock Monsters,AHL,1,3.05,.885
11023,199899,Hampton Roads Admirals,ECHL,31,2.94,.916
11023,199900,New York Islanders,NHL,6,1.87,.949
11023,199900,Lowell Lock Monsters,AHL,14,2.97,.901
11023,199900,Providence Bruins,AHL,1,3.00,.927
11023,199900,Trenton Titans,ECHL,12,3.12,.902
11023,200001,Springfield Falcons,AHL,20,3.04,.907
11023,200102,Bridgeport Sound Tigers,AHL,20,2.52,.923
11023,200203,Bridgeport Sound Tigers,AHL,34,2.63,.912
11023,200304,Edmonton Oilers,NHL,1,8.65,.714
11023,200304,Toronto Roadrunners,AHL,35,2.59,.913
11023,200304,New York Rangers,NHL,2,3.00,.915
11023,200304,Hartford Wolf Pack,AHL,7,2.25,.928
11023,200405,Hartford Wolf Pack,AHL,35,1.77,.935
11023,200506,Lokomotiv Yaroslavl,Russia,45,1.95,.923
11023,200607,New York Rangers,NHL,3,3.14,.867
11023,200607,Hartford Wolf Pack,AHL,30,2.34,.909
11023,200708,New York Rangers,NHL,13,2.19,.916
11023,200809,New York Rangers,NHL,15,2.84,.907
11023,200910,New York Rangers,NHL,6,3.74,.852
11023,200910,Hartford Wolf Pack,AHL,11,3.73,.877
11023,201011,CSKA Moskva,KHL,35,2.94,.897
11023,201011,Valpellice,Italy,15,2.10,.940
36472,,Russia U18,EJC-18,5,2.60,.862
36472,,Russia U18,EJC-18,5,2.14,.898
36472,,Russia U20,WJC-20,3,0.33,.980
36472,199899,Muskegon Fury,UHL,37,3.02,.891
36472,199900,CSKA Moskva,Russia,10,2.44,.910
36472,200001,CSKA Moskva,Russia,14,2.02,.910
36472,200102,Metallurg Magnitogorsk,Russia,14,3.68,.869
36472,200102,Khimik Voskresensk,Russia,8,3.52,.872
86885,199596,Kingston Frontenacs,OHL,40,4.14,.880
86885,199697,Kingston Frontenacs,OHL,8,4.97,.857
86885,199697,Barrie Colts,OHL,27,3.28,.898
86885,199798,Barrie Colts,OHL,35,3.35,.903
86885,199798,New Orleans Brass,ECHL,1,0.00,1.000
86885,199899,San Antonio Iguanas,CHL,22,4.26,.869
86885,199899,New Orleans Brass,ECHL,1,5.40,.833
86885,199900,Amarillo Rattlers,WPHL,9,4.75,.860
86886,199495,Medicine Hat Tigers,WHL,1,5.00,.808
86886,199596,Medicine Hat Tigers,WHL,27,4.25,.865
86886,199697,Medicine Hat Tigers,WHL,51,3.65,.891
86886,199798,Medicine Hat Tigers,WHL,47,4.63,.869
86886,199899,Medicine Hat Tigers,WHL,44,4.14,.877
86886,199900,Oklahoma City Blazers,CHL,5,2.20,.904
86886,199900,Quad City Mallards,UHL,23,3.81,.873
8546,199596,Val-d'Or Foreurs,QMJHL,23,3.70,.878
8546,199697,Val-d'Or Foreurs,QMJHL,60,3.10,.902
8546,199798,Val-d'Or Foreurs,QMJHL,54,3.01,.901
8546,199899,Val-d'Or Foreurs,QMJHL,21,3.93,.891
8546,199899,Acadie-Bathurst Titan,QMJHL,22,3.31,.906
8546,199899,Canada U20,WJC-20,7,1.92,.942
8546,199900,New York Islanders,NHL,24,3.25,.904
8546,199900,Lowell Lock Monsters,AHL,26,2.93,.908
8546,200001,Florida Panthers,NHL,47,2.44,.920
8546,200001,Louisville Panthers,AHL,3,3.38,.917
8546,200001,Canada,WC,2,1.44,.949
8546,200102,Florida Panthers,NHL,58,2.77,.915
8546,200203,Florida Panthers,NHL,65,2.66,.918
8546,200203,Canada,WC,4,1.98,.930
8546,200304,Florida Panthers,NHL,73,2.43,.931
8546,200304,Canada,WCup,1,2.82,.925
8546,200304,Canada,WC,7,2.32,.919
8546,200405,Canada,WC,2,1.50,.930
8546,200506,Florida Panthers,NHL,75,2.97,.914
8546,200506,Canada,OG,2,1.51,.929
8546,200607,Vancouver Canucks,NHL,76,2.28,.921
8546,200708,Vancouver Canucks,NHL,73,2.38,.917
8546,200809,Vancouver Canucks “C”,NHL,54,2.34,.920
8546,200910,Vancouver Canucks “C”,NHL,68,2.57,.913
8546,200910,Canada,OG,5,1.76,.927
8546,201011,Vancouver Canucks,NHL,60,2.11,.928
8546,201112,Vancouver Canucks,NHL,55,2.41,.919
8546,201213,Vancouver Canucks,NHL,20,2.56,.907
8546,201314,Vancouver Canucks,NHL,42,2.38,.917
8546,201314,Florida Panthers,NHL,14,2.46,.924
8546,201314,Canada,OG,1,0.00,1.000
8546,201415,Florida Panthers,NHL,61,2.35,.921
8546,201516,Florida Panthers,NHL,62,2.35,.922
8546,201617,Florida Panthers,NHL,40,2.68,.915
8546,201718,Florida Panthers,NHL,35,2.47,.929
8546,201819,Florida Panthers,NHL,43,3.12,.899
2670,,Finland U16 (all),International-Jr,1,4.00,.833
2670,,Finland U17 (all),International-Jr,7,3.03,.903
2670,,Finland U18,EJC-18,3,1.00,.966
2670,,Finland U18 (all),International-Jr,6,2.50,.927
2670,,Tappara,Liiga,5,4.73,.876
2670,,Hermes,I-divisioona,2,7.21,.868
2670,,Finland U18,EJC-18,5,1.60,.940
2670,,Finland U20,WJC-20,2,2.00,.945
2670,199798,Tappara U20,Jr. A SM-liiga,6,2.14,.933
2670,199798,Tappara,Liiga,31,2.92,.900
2670,199798,Finland U20,WJC-20,5,1.53,.934
2670,199899,Tappara,Liiga,43,3.25,.893
2670,199899,Finland U20,WJC-20,3,4.14,.831
2670,199899,Finland U20 (all),International-Jr,8,2.51,.915
2670,199900,Rochester Americans,AHL,54,2.18,.920
2670,200001,Buffalo Sabres,NHL,2,2.77,.872
2670,200001,Rochester Americans,AHL,47,2.18,.913
2670,200102,Buffalo Sabres,NHL,10,2.66,.894
2670,200102,Rochester Americans,AHL,45,2.50,.906
2670,200203,Buffalo Sabres,NHL,16,2.42,.912
2670,200203,Rochester Americans,AHL,19,2.82,.903
2670,200304,Buffalo Sabres,NHL,35,2.57,.906
2670,200304,Finland,WC,5,2.33,.909
2670,200405,HPK,Liiga,27,2.01,.927
2670,200506,Buffalo Sabres,NHL,4,4.27,.844
2670,200506,Rochester Americans,AHL,2,2.99,.898
2670,200506,Vancouver Canucks,NHL,8,3.52,.870
2670,200607,Ak Bars Kazan,Russia,33,2.11,.911
2670,200708,Ak Bars Kazan,Russia,15,2.45,.886
2670,200809,Torpedo Nizhny Novgorod,KHL,14,2.61,.890
2670,200809,Linköping HC,SHL,3,4.12,.895
2670,200910,JYP,Liiga,6,2.30,.898
2670,200910,HIFK,Liiga,25,2.34,.918
2670,200910,Lukko,Liiga,27,2.06,.929
2670,201112,Lukko,Liiga,50,2.61,.914
2670,201213,Tappara,Liiga,1,3.00,.919
2670,201213,LeKi,Mestis,2,0.97,.964
2670,201314,HC Davos,NLA,15,2.83,.919
2670,201314,EHC München,DEL,5,2.12,.946
2670,201314,LeKi,Mestis,4,2.01,.937
2670,201516,Tappara,Liiga,3,1.59,.930
2670,201516,Malmö Redhawks,SHL,1,6.00,.750
2670,201516,LeKi,Mestis,6,3.73,.887
41109,199697,Moncton Wildcats,QMJHL,39,5.53,.872
41109,199798,Moncton Wildcats,QMJHL,59,3.07,.893
41109,199899,Moncton Wildcats,QMJHL,40,3.36,.878
41109,199899,Albany River Rats,AHL,1,3.06,.893
41109,199900,Albany River Rats,AHL,26,2.81,.920
41109,199900,Augusta Lynx,ECHL,14,4.35,.886
41109,200001,Albany River Rats,AHL,55,2.86,.914
41109,200102,New Jersey Devils,NHL,6,2.45,.896
41109,200102,Albany River Rats,AHL,18,3.42,.902
41109,200203,Saint John Flames,AHL,10,2.33,.911
41109,200203,Cincinnati Mighty Ducks,AHL,31,3.13,.902
41109,200304,Hamilton Bulldogs,AHL,35,2.30,.912
11998,199596,Cornell Univ.,NCAA,5,5.03,.857
11998,199697,Cornell Univ.,NCAA,11,2.47,.917
11998,199798,Rimouski Océanic,QMJHL,34,3.70,.888
11998,199798,USA U20,WJC-20,3,1.67,.902
11998,199899,Philadelphia Flyers,NHL,1,5.00,.828
11998,199899,Philadelphia Phantoms,AHL,47,2.78,.909
11998,199900,Philadelphia Phantoms,AHL,24,2.48,.914
11998,199900,Cincinnati Cyclones,IHL,22,2.44,.924
11998,199900,Cincinnati Cyclones,IHL,39,3.16,.906
11998,200102,Lowell Lock Monsters,AHL,40,2.57,.921
11998,200102,Lowell Lock Monsters,AHL,17,3.55,.898
11998,200102,Phoenix Coyotes,NHL,2,3.04,.875
11998,200102,Springfield Falcons,AHL,24,2.37,.926
11998,200304,Phoenix Coyotes,NHL,4,4.12,.857
11998,200304,Springfield Falcons,AHL,43,2.69,.922
11998,200405,Utah Grizzlies,AHL,23,3.75,.891
11998,200405,Springfield Falcons,AHL,13,2.94,.904
11998,200506,Rochester Americans,AHL,39,3.28,.893
